StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,DEM_1,DEM_2,DEM_3,DEM_4,Russia_False,Russia_False_Conf_1,Maine_True,Maine_true_Conf_1,Oxford_False,Oxford_False_Conf_1,Urchin_True,Urchin_True_Conf_1,Ostrich_False,Ostrich_False_Conf_1,Lungfish_True,Lungfish_True_Conf_1,Eiffel_False,Eiffel_False_Conf_1,Drops_True,Drops_True_Conf_1,Everest_False,Everest_False_Conf_1,Insects_True,Insects_True_Conf_1,Texas_False,Texas_False_Conf_1,Alaska_True,Alaska_True_Conf_1,Water_False,Water_False_Conf_1,China_True,China_True_Conf_1,Tortoises_False,Tortoises_False_Conf_1,Pigs_True,Pigs_True_Conf_1,Russia_True,Russia_True_Conf_1,Maine_False,Maine_False_Conf_1,Oxford_True,Oxford_True_Conf_1,Urchin_False,Urchin_False_Conf_1,Ostrich_True,Ostrich_True_Conf_1,Lungfish_False,Lungfish_False_Conf_1,Eiffel_True,Eiffel_True_Conf_1,Drops_False,Drops_False_Conf_1,Everest_True,Everest_True_Conf_1,Insects_False,Insects_False_Conf_1,Texas_True,Texas_True_Conf_1,Alaska_False,Alaska_False_Conf_1,Water_True,Water_True_Conf_1,China_False,China_False_Conf_1,Tortoise_True,Tortoise_True_Conf_1,Pigs_False,Pigs_False_Conf_1,BS_1,BS_2,BS_3,BS_4,BS_5,BS_6,BS_7,BS_8,BS_9,BS_10,BS_11,BS_12,BS_13,BS_14,BS_15,BS_16,BS_17,BS_18,BS_19,BS_20,SS_Squash,GF1_Slot,DenNeglect,ProbMatch,WS_1,WS_2,WS_3,WS_4,WS_5,Num1,Num2,Num3,RI_1,RI_2,RI_3,RI_4,RI_5,EI_1,EI_2,EI_3,EI_4,EI_5,CintID,CintID - Topics
2018-03-06 14:20:21,2018-03-06 14:31:01,IP Address,*******,100,640,True,2018-03-06 14:31:02,R_1obRamOxuqma41g,*******,*******,*******,*******,*******,*******,anonymous,EN,I agree to participate in this research study.,45-54,Liberal,Some College,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,70,True,54,True,85,True,76,False,70,True,76,False,76,True,76,True,90,False,75,True,100,False,65,True,86,True,75,True,91,False,76,Fairly profound,Fairly profound,,,,Fairly profound,,,,,Fairly profound,Fairly profound,,,,,Definitely profound,,,,9 points,0,small tray (10 marbles),"Strategy A: Go by intuition, switching when there has been too many of one color or the other.",widen,populate,whim,reference,daring,500,10,1 in 10,Not true or untrue 3,Not true or untrue 3,Not true or untrue 3,Not true or untrue 3,4,4,Not true or untrue 3,Not true or untrue 3,4,4,94dacc0b-4c02-7085-301c-faf188fefdd7,
2018-03-06 14:22:57,2018-03-06 14:31:04,IP Address,*******,100,486,True,2018-03-06 14:31:05,R_32XWOaMr0dUcEVb,*******,*******,*******,*******,*******,*******,anonymous,EN,I agree to participate in this research study.,25-34,Liberal,High School,Female,False,80,False,67,False,86,True,96,False,67,True,96,False,94,False,78,False,91,True,100,True,54,True,60,False,91,True,100,False,90,False,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not at all profound,,,Fairly profound,Somewhat profound,Definitely profound,,,,,,,Somewhat profound,,,,Definitely profound,,15 points,1,large tray (100 marbles),"Strategy B: Predict the more likely color (red) on most of the rolls but occasionally, after a long run of reds, predict a green. ",widen,,,dream,daring,300,10,1 in 10,Not true or untrue 3,Definitely not true of myself 1,4,4,4,Definitely true of myself 5,4,2,4,Definitely true of myself 5,67565e04-9c71-df92-bc13-687dd3c3a5d1,
2018-03-06 14:13:58,2018-03-06 14:31:06,IP Address,*******,100,1028,True,2018-03-06 14:31:07,R_C2HnEsn7t9baEjD,*******,*******,*******,*******,*******,*******,anonymous,EN,I agree to participate in this research study.,45-54,Moderate,High School,Male,True,91,True,70,True,100,False,60,False,50,True,50,False,95,False,50,False,100,True,95,False,100,True,100,False,100,True,100,False,100,True,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fairly profound,,,,,,,,,,Not at all profound,,Definitely profound,Fairly profound,Definitely profound,,,,,Somewhat profound,9 points,3,large tray (100 marbles),"Strategy D: Predict red on all of the 60 rolls. ",make level,prominent,inducement,dream,brave,500,10,1 in 10,4,4,Not true or untrue 3,Not true or untrue 3,4,4,4,4,4,Not true or untrue 3,83cbb6f2-8336-65ff-21e5-80e09a7ab62a,
2018-03-06 14:22:32,2018-03-06 14:31:11,IP Address,*******,100,519,True,2018-03-06 14:31:12,R_2rCOO56LfDlticd,*******,*******,*******,*******,*******,*******,anonymous,EN,I agree to participate in this research study.,25-34,Liberal,College,Female,True,86,False,100,True,100,False,81,True,81,False,59,False,65,False,50,False,100,True,87,False,100,True,100,False,90,True,100,False,65,True,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not at all profound,,,Somewhat profound,Not at all profound,,,,,,,,Not at all profound,Not at all profound,Not at all profound,,,,,15 points,1,small tray (10 marbles),"Strategy D: Predict red on all of the 60 rolls. ",widen,prominent,whim,reference,daring,500,100,1 in 10,4,Not true or untrue 3,2,Not true or untrue 3,4,Note true or untrue 3,2,4,Not true or untrue 3,Not true or untrue 3,bcea05cc-a8a3-841c-00db-33c1e021a119,
2018-03-06 14:20:25,2018-03-06 14:31:14,IP Address,*******,100,649,True,2018-03-06 14:31:15,R_3e5dJxk1qtgV0fu,*******,*******,*******,*******,*******,*******,anonymous,EN,I agree to participate in this research study.,18-24,Moderate,College,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,50,False,50,True,50,True,50,True,50,True,50,True,100,True,50,True,50,True,50,True,100,False,100,True,50,True,100,True,50,True,50,,Not at all profound,,,,,Not at all profound,,,,,Not at all profound,,,,Not at all profound,,Not at all profound,Not at all profound,,9 points,1,small tray (10 marbles),"Strategy F: Predict more red than green, but switching back and forth depending upon “runs” of one color or the other. ",efface,free,value,dream,smart,1,1,1 in 1000,Definitely true of myself 5,2,Definitely not true of myself 1,Definitely not true of myself 1,Definitely not true of myself 1,Definitely true of myself 5,2,Definitely not true of myself 1,Definitely true of myself 5,2,9de44cc6-b7b1-cf78-0ed1-7acf510d8012,
2018-03-06 14:14:40,2018-03-06 14:31:27,IP Address,*******,100,1006,True,2018-03-06 14:31:28,R_3CTv6kubD9ZqjiZ,*******,*******,*******,*******,*******,*******,anonymous,EN,I agree to participate in this research study.,25-34,Moderate,Graduate Degree or Higher,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,60,False,86,False,100,True,70,False,51,True,60,True,85,False,50,True,100,False,70,True,81,False,90,True,100,False,100,True,95,False,100,,,Definitely profound,Fairly profound,,,,Very profound,,,,,Fairly profound,,Fairly profound,Very profound,,,,,9 points,1,large tray (100 marbles),"Strategy D: Predict red on all of the 60 rolls. ",widen,come,whim,illusion,daring,500,1,1 in 100,4,4,Not true or untrue 3,Not true or untrue 3,4,2,4,Not true or untrue 3,Not true or untrue 3,Not true or untrue 3,ebc0e183-44e1-3772-2a94-d7eb76aaf255,
2018-03-06 14:22:15,2018-03-06 14:31:31,IP Address,*******,100,555,True,2018-03-06 14:31:32,R_2qgZg2xz1eG74z3,*******,*******,*******,*******,*******,*******,anonymous,EN,I agree to participate in this research study.,65+,Moderate,Graduate Degree or Higher,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,55,True,53,False,90,True,57,True,69,False,51,True,56,False,66,True,91,False,91,True,85,False,66,True,100,False,100,True,82,False,54,,,,Not at all profound,,,,,,Somewhat profound,Fairly profound,,Fairly profound,Not at all profound,,Somewhat profound,,,,,9 points,1,small tray (10 marbles),"Strategy A: Go by intuition, switching when there has been too many of one color or the other.",widen,come,whim,reference,daring,55,5,1 in 10,Not true or untrue 3,2,Definitely not true of myself 1,Not true or untrue 3,2,4,4,Not true or untrue 3,Not true or untrue 3,Not true or untrue 3,5f8f3344-aba5-7bb0-6553-05a4590c1d99,
2018-03-06 14:16:20,2018-03-06 14:31:32,IP Address,*******,100,911,True,2018-03-06 14:31:32,R_1Tk4OISc84VEHwB,*******,*******,*******,*******,*******,*******,anonymous,EN,I agree to participate in this research study.,65+,Very Conservative,College,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,60,True,91,False,99,True,69,False,53,True,91,True,60,True,76,True,100,False,100,True,100,False,100,True,93,False,100,True,96,False,90,Not at all profound,Somewhat profound,,,Not at all profound,,,,,,,,,Not at all profound,Not at all profound,Fairly profound,,,,,15 points,1,small tray (10 marbles),"Strategy D: Predict red on all of the 60 rolls. ",widen,come,whim,reference,loud,500,10,1 in 10,2,Definitely not true of myself 1,4,Not true or untrue 3,2,4,4,Not true or untrue 3,2,4,71cbe307-daa2-3649-2110-d5e0b3756dd1,
2018-03-06 14:20:48,2018-03-06 14:31:35,IP Address,*******,100,647,True,2018-03-06 14:31:36,R_3ezfsn2qzcFIAYP,*******,*******,*******,*******,*******,*******,anonymous,EN,I agree to participate in this research study.,18-24,Liberal,Some College,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,85,True,75,False,91,True,51,True,54,False,65,True,99,True,52,True,96,False,86,True,99,False,91,True,90,False,99,True,64,False,85,Fairly profound,,,,Definitely profound,,Fairly profound,,,,,,,Definitely profound,,,Definitely profound,,,Fairly profound,9 points,1,small tray (10 marbles),"Strategy B: Predict the more likely color (red) on most of the rolls but occasionally, after a long run of reds, predict a green. ",widen,free,whim,reference,daring,500,10,1 in 10,4,Not true or untrue 3,4,2,4,4,4,Not true or untrue 3,2,Not true or untrue 3,605156ea-2d7f-d68e-bbfd-607af4c3183e,
2018-03-06 14:23:46,2018-03-06 14:31:51,IP Address,*******,100,485,True,2018-03-06 14:31:51,R_1Nan9y4KTiF0bM8,*******,*******,*******,*******,*******,*******,anonymous,EN,I agree to participate in this research study.,65+,Moderate,Some College,Male,False,50,True,100,True,100,True,50,False,65,True,50,False,100,False,50,False,100,True,100,False,100,True,100,False,100,True,100,False,100,True,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not at all profound,Not at all profound,Very profound,,,Not at all profound,,,,,Not at all profound,,,,Not at all profound,,15 points,7,large tray (100 marbles),"Strategy A: Go by intuition, switching when there has been too many of one color or the other.",widen,,inducement,,outgoing,25,1,1 in 10,2,Definitely not true of myself 1,Not true or untrue 3,Not true or untrue 3,Not true or untrue 3,4,Not true or untrue 3,4,Not true or untrue 3,4,c68ff1de-31bf-b93e-65c9-c7a4eaf68704,
2018-03-06 14:07:25,2018-03-06 14:31:52,IP Address,*******,100,1466,True,2018-03-06 14:31:53,R_Cak5AlwerjFZT21,*******,*******,*******,*******,*******,*******,anonymous,EN,I agree to participate in this research study.,55-64,Moderate,Graduate Degree or Higher,Female,True,100,True,100,True,100,False,100,True,50,False,50,False,50,False,100,False,100,True,100,False,100,True,100,False,100,True,100,False,100,True,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Definitely profound,,,Fairly profound,,,Very profound,,,,,,Definitely profound,,,,,Fairly profound,,Very profound,9 points,0,small tray (10 marbles),"Strategy D: Predict red on all of the 60 rolls. ",widen,come,whim,reference,brave,500,10,1 in 10,4,Not true or untrue 3,Not true or untrue 3,Definitely not true of myself 1,4,Note true or untrue 3,Not true or untrue 3,Definitely not true of myself 1,Not true or untrue 3,Not true or untrue 3,64d3eed9-56a8-1d3e-39ce-d8f80f87e000,
2018-03-06 14:07:44,2018-03-06 14:32:05,IP Address,*******,100,1460,True,2018-03-06 14:32:06,R_3RgsdSTxprLR4b6,*******,*******,*******,*******,*******,*******,anonymous,EN,I agree to participate in this research study.,65+,Moderate,College,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,70,True,50,False,76,True,61,True,59,True,50,False,55,True,55,False,100,False,90,True,100,False,75,True,100,False,100,True,90,True,65,Fairly profound,,,Fairly profound,,Fairly profound,Somewhat profound,,Somewhat profound,,,,,,,,,,,Fairly profound,9 points,0,small tray (10 marbles),"Strategy B: Predict the more likely color (red) on most of the rolls but occasionally, after a long run of reds, predict a green. ",widen,,whim,reference,daring,500,10,1 in 10,4,Not true or untrue 3,2,2,4,2,Not true or untrue 3,Not true or untrue 3,4,Not true or untrue 3,13ef37d8-30a2-c65c-05cf-01c4e590070c,
2018-03-06 14:17:23,2018-03-06 14:32:07,IP Address,*******,100,884,True,2018-03-06 14:32:08,R_3jVVW4UEtzhM4uN,*******,*******,*******,*******,*******,*******,anonymous,EN,I agree to participate in this research study.,55-64,Very Liberal,Some College,Female,True,70,False,96,True,100,False,72,False,80,True,78,False,80,True,80,False,77,True,97,False,80,True,100,False,80,True,100,False,100,True,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat profound,,,,Not at all profound,Somewhat profound,,,,,,,,Not at all profound,Not at all profound,Somewhat profound,,,,,9 points,1,large tray (100 marbles),"Strategy A: Go by intuition, switching when there has been too many of one color or the other.",widen,come,whim,reference,brave,500,10,1 in 10,Definitely true of myself 5,Not true or untrue 3,2,2,Definitely true of myself 5,Note true or untrue 3,Not true or untrue 3,Not true or untrue 3,Not true or untrue 3,Not true or untrue 3,70a163b6-304e-c9c0-4ba1-558a6a18866a,
2018-03-06 14:11:28,2018-03-06 14:32:19,IP Address,*******,100,1250,True,2018-03-06 14:32:20,R_YbrdKyDls8GQI4V,*******,*******,*******,*******,*******,*******,anonymous,EN,I agree to participate in this research study.,55-64,Very Liberal,High School,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,76,True,100,False,100,True,50,False,50,True,80,True,75,False,81,True,50,False,100,True,80,False,100,True,90,False,50,True,90,False,100,,,Not at all profound,Somewhat profound,Not at all profound,,Very profound,,Somewhat profound,,Not at all profound,,,,,,,,,,15 points,5,small tray (10 marbles),"Strategy F: Predict more red than green, but switching back and forth depending upon “runs” of one color or the other. ",widen,come,whim,reference,daring,500,10,1 in 10,Not true or untrue 3,Not true or untrue 3,4,Not true or untrue 3,Definitely not true of myself 1,4,4,Definitely true of myself 5,Definitely not true of myself 1,Definitely not true of myself 1,48649baf-d766-61fe-8eb8-ad4fb160607b,
2018-03-06 14:13:26,2018-03-06 14:32:19,IP Address,*******,100,1133,True,2018-03-06 14:32:20,R_25Nqar2VJWVbskd,*******,*******,*******,*******,*******,*******,anonymous,EN,I agree to participate in this research study.,65+,Very Conservative,High School,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,65,True,90,False,85,True,80,True,60,True,95,False,85,False,60,True,100,False,100,True,100,False,100,True,90,False,90,True,100,False,100,Fairly profound,Fairly profound,,,,,Somewhat profound,,,,,Not at all profound,,,Not at all profound,,,,Not at all profound,,9 points,3,large tray (100 marbles),"Strategy F: Predict more red than green, but switching back and forth depending upon “runs” of one color or the other. ",widen,come,whim,aria,outgoing,500,10,1 in 10,4,2,2,2,Not true or untrue 3,4,Definitely true of myself 5,2,Not true or untrue 3,2,92d315ca-60cd-d1e0-39dd-23f8e4f4d71e,
2018-03-06 14:12:26,2018-03-06 14:32:34,IP Address,*******,100,1208,True,2018-03-06 14:32:35,R_r8b9lqKHM5A0fVT,*******,*******,*******,*******,*******,*******,anonymous,EN,I agree to participate in this research study.,65+,Conservative,High School,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,50,False,95,False,100,True,50,False,80,True,96,True,50,False,85,True,100,False,100,True,100,False,100,True,100,False,100,True,100,False,100,,,Not at all profound,,,Not at all profound,,,,,Not at all profound,Not at all profound,,Somewhat profound,,,Not at all profound,,,,9 points,2,small tray (10 marbles),"Strategy D: Predict red on all of the 60 rolls. ",widen,prominent,value,reference,outgoing,500,1,1 in 10,4,Not true or untrue 3,2,Not true or untrue 3,Definitely true of myself 5,Definitely not true of myself 1,Not true or untrue 3,Not true or untrue 3,2,4,abaedd95-0143-2495-4482-eb85237ab640,
2018-03-06 14:08:41,2018-03-06 14:32:46,IP Address,*******,100,1444,True,2018-03-06 14:32:47,R_1FslDmtM2QhBu1J,*******,*******,*******,*******,*******,*******,anonymous,EN,I agree to participate in this research study.,55-64,Moderate,Some College,Male,True,87,False,100,True,64,False,65,True,65,False,60,False,59,True,50,False,100,True,99,False,100,True,100,False,100,True,100,False,100,True,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very profound,Definitely profound,,,Definitely profound,,,,Not at all profound,,Fairly profound,,,,,Not at all profound,,,,,15 points,1,large tray (100 marbles),"Strategy F: Predict more red than green, but switching back and forth depending upon “runs” of one color or the other. ",widen,,whim,reference,daring,500,1,1 in 10,4,Not true or untrue 3,2,Definitely not true of myself 1,4,Note true or untrue 3,Not true or untrue 3,4,2,2,ebb3cad8-3bec-3c14-59cf-fc98b59f8d0f,
2018-03-06 14:10:40,2018-03-06 14:32:50,IP Address,*******,100,1330,True,2018-03-06 14:32:51,R_2bJYbQU3lA9OVjK,*******,*******,*******,*******,*******,*******,anonymous,EN,I agree to participate in this research study.,45-54,Moderate,High School,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,60,True,65,False,60,True,62,True,65,True,65,True,97,False,80,True,96,True,86,True,96,False,95,True,88,False,93,True,86,False,96,,,,Fairly profound,,Somewhat profound,Not at all profound,,Fairly profound,,Somewhat profound,,Somewhat profound,,,,,,,,9 points,1,large tray (100 marbles),"Strategy C: Make predictions according to the frequency of occurrence (4 of 6 for red and 2 of 6 for green). That is, predict twice as many reds as greens. ",widen,populate,,illusion,daring,500,10,1 in 10,Not true or untrue 3,2,4,4,Not true or untrue 3,Note true or untrue 3,4,2,4,Not true or untrue 3,39ab918f-b7f9-64ea-4198-a780dc100255,
2018-03-06 14:02:38,2018-03-06 14:32:56,IP Address,*******,100,1817,True,2018-03-06 14:32:57,R_2owzYjCQ7HgTJct,*******,*******,*******,*******,*******,*******,anonymous,EN,I agree to participate in this research study.,55-64,Moderate,College,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,80,True,90,False,90,True,90,False,50,True,50,True,50,False,50,True,100,False,90,True,95,False,100,True,100,False,80,True,95,False,100,Not at all profound,,,Fairly profound,Definitely profound,Definitely profound,,Definitely profound,,,,,,,,,,,Somewhat profound,,9 points,1,small tray (10 marbles),"Strategy B: Predict the more likely color (red) on most of the rolls but occasionally, after a long run of reds, predict a green. ",widen,populate,,dream,brave,500,10,1 in 10,4,Definitely not true of myself 1,Not true or untrue 3,4,Definitely true of myself 5,Definitely true of myself 5,4,4,Not true or untrue 3,2,bacb9127-50b0-71aa-2130-a7e0abace6f1,
2018-03-06 14:10:25,2018-03-06 14:32:59,IP Address,*******,100,1353,True,2018-03-06 14:33:01,R_OCERl3bLuGtPPYl,*******,*******,*******,*******,*******,*******,anonymous,EN,I agree to participate in this research study.,35-44,Very Conservative,College,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,96,True,100,False,90,True,50,False,60,True,100,True,80,False,60,True,100,False,80,True,100,False,100,True,91,False,100,True,60,False,50,,Not at all profound,Not at all profound,,Not at all profound,Not at all profound,,,,,,,Not at all profound,,,,,,,Not at all profound,9 points,50,small tray (10 marbles),"Strategy D: Predict red on all of the 60 rolls. ",widen,,,reference,brave,500,15,1 in 10,Definitely true of myself 5,Definitely true of myself 5,4,2,Definitely true of myself 5,Note true or untrue 3,4,4,2,2,7afdd0eb-09a8-24aa-17fc-e6d6b7a03f3f,
2018-03-06 14:18:25,2018-03-06 14:33:08,IP Address,*******,100,882,True,2018-03-06 14:33:09,R_AyxnhJE2GGTJuvv,*******,*******,*******,*******,*******,*******,anonymous,EN,I agree to participate in this research study.,55-64,Moderate,Some College,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,91,True,81,False,87,False,77,True,80,False,80,True,76,False,81,True,100,False,100,True,100,False,100,True,100,False,100,True,81,False,81,,,,Somewhat profound,,,,Somewhat profound,,,,,Fairly profound,,Not at all profound,Fairly profound,,,,Somewhat profound,9 points,1,small tray (10 marbles),"Strategy F: Predict more red than green, but switching back and forth depending upon “runs” of one color or the other. ",widen,come,whim,reference,daring,500,10,1 in 10,Definitely true of myself 5,Definitely true of myself 5,2,Definitely not true of myself 1,Definitely true of myself 5,Note true or untrue 3,4,2,2,2,0e206743-9b69-cc0c-ca54-510b3d012d96,
2018-03-06 14:16:39,2018-03-06 14:33:16,IP Address,*******,100,997,True,2018-03-06 14:33:17,R_eeVY4DS2jsRQmBz,*******,*******,*******,*******,*******,*******,anonymous,EN,I agree to participate in this research study.,25-34,Liberal,High School,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,96,True,96,False,100,True,91,True,85,False,92,True,90,False,95,False,100,False,100,False,96,False,96,True,100,False,100,False,97,True,88,,,,,,,,Definitely profound,,Definitely profound,,Fairly profound,,Definitely profound,Definitely profound,,,,Definitely profound,,9 points,6,large tray (100 marbles),"Strategy C: Make predictions according to the frequency of occurrence (4 of 6 for red and 2 of 6 for green). That is, predict twice as many reds as greens. ",,prominent,value,reference,brave,10,0.01,1 in 10,2,Not true or untrue 3,Definitely true of myself 5,Definitely not true of myself 1,Definitely true of myself 5,4,2,Not true or untrue 3,Definitely true of myself 5,Not true or untrue 3,35856142-f199-b421-6f55-57aeda70c49a,
2018-03-06 14:12:36,2018-03-06 14:33:17,IP Address,*******,100,1241,True,2018-03-06 14:33:18,R_UAcFU7SEpo8ANsR,*******,*******,*******,*******,*******,*******,anonymous,EN,I agree to participate in this research study.,65+,Very Conservative,Graduate Degree or Higher,Female,True,88,True,83,True,85,False,81,False,64,False,80,False,78,False,63,False,68,True,82,False,96,True,92,False,84,True,83,False,83,True,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fairly profound,,,Definitely profound,Definitely profound,,Definitely profound,,,,,,,,Fairly profound,,Definitely profound,,,15 points,1,small tray (10 marbles),"Strategy D: Predict red on all of the 60 rolls. ",widen,populate,value,reference,daring,500,10,1 in 10,Definitely true of myself 5,2,Not true or untrue 3,2,Definitely true of myself 5,2,2,4,4,4,cd6a9487-4bd5-50df-8090-a241e512fc53,
2018-03-06 14:19:22,2018-03-06 14:33:22,IP Address,*******,100,840,True,2018-03-06 14:33:23,R_PLIcDBykWds0giB,*******,*******,*******,*******,*******,*******,anonymous,EN,I agree to participate in this research study.,65+,Very Conservative,Some College,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,86,True,76,False,91,True,50,True,50,False,75,True,70,False,50,False,50,False,91,True,86,False,81,True,90,False,86,True,86,False,86,,Not at all profound,,,,,,Not at all profound,,Not at all profound,Not at all profound,,,,,,Not at all profound,Not at all profound,,,9 points,1,small tray (10 marbles),"Strategy D: Predict red on all of the 60 rolls. ",widen,,,,loud,500,1,1 in 10,2,2,4,2,Definitely not true of myself 1,Note true or untrue 3,2,4,Not true or untrue 3,Not true or untrue 3,7d45b5bc-bc71-09c1-afab-836e74898b6a,
2018-03-06 14:08:41,2018-03-06 14:33:25,IP Address,*******,100,1484,True,2018-03-06 14:33:26,R_1r2MbNMSni8juEP,*******,*******,*******,*******,*******,*******,anonymous,EN,I agree to participate in this research study.,35-44,Conservative,Some College,Female,True,81,True,95,True,95,True,78,False,76,True,75,True,85,False,76,False,90,True,98,False,96,True,89,True,87,True,91,False,100,True,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat profound,,,,Somewhat profound,Not at all profound,,Not at all profound,,,Fairly profound,,,,Fairly profound,,,,,9 points,1,small tray (10 marbles),"Strategy F: Predict more red than green, but switching back and forth depending upon “runs” of one color or the other. ",widen,come,whim,dream,daring,600,1,1 in 10,4,Not true or untrue 3,4,Not true or untrue 3,Not true or untrue 3,Definitely true of myself 5,4,Not true or untrue 3,Not true or untrue 3,Not true or untrue 3,42f28d04-f95d-7bd7-1813-bbd9fd564ed0,
2018-03-06 14:10:52,2018-03-06 14:33:25,IP Address,*******,100,1352,True,2018-03-06 14:33:26,R_2dsQOJBlItdOo4y,*******,*******,*******,*******,*******,*******,anonymous,EN,I agree to participate in this research study.,25-34,Moderate,College,Female,False,100,False,100,True,52,True,99,True,100,True,100,False,100,False,100,False,100,True,96,False,100,True,100,False,100,True,100,False,100,True,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Definitely profound,Very profound,,,,,Fairly profound,Fairly profound,,,,,,,Definitely profound,,,,Very profound,,15 points,0,large tray (100 marbles),"Strategy F: Predict more red than green, but switching back and forth depending upon “runs” of one color or the other. ",widen,come,whim,reference,daring,1000,1,1 in 100,Not true or untrue 3,Not true or untrue 3,Definitely true of myself 5,Definitely not true of myself 1,Definitely true of myself 5,Note true or untrue 3,Definitely not true of myself 1,Definitely true of myself 5,4,Not true or untrue 3,2db3b303-f68d-469f-5914-8598018bc0d7,
2018-03-06 14:27:50,2018-03-06 14:33:29,IP Address,*******,100,339,True,2018-03-06 14:33:30,R_3PuhcYuYnOaiixe,*******,*******,*******,*******,*******,*******,anonymous,EN,I agree to participate in this research study.,25-34,Moderate,Graduate Degree or Higher,Female,False,50,False,58,True,91,True,53,True,59,False,50,False,50,False,67,False,100,True,76,False,86,True,92,False,97,True,100,False,86,True,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fairly profound,Very profound,,Somewhat profound,,,Definitely profound,,,,,,,,Fairly profound,Somewhat profound,,,9 points,2,large tray (100 marbles),"Strategy A: Go by intuition, switching when there has been too many of one color or the other.",widen,prominent,inducement,reference,daring,550,0.1,1 in 10,4,4,4,4,Definitely true of myself 5,Note true or untrue 3,4,2,2,Definitely not true of myself 1,53c73cf9-eb23-ac43-2dee-0aec95405d20,
2018-03-06 14:30:58,2018-03-06 14:33:33,IP Address,*******,100,155,True,2018-03-06 14:33:34,R_271jPTUI6NBZR7q,*******,*******,*******,*******,*******,*******,anonymous,EN,I agree to participate in this research study.,25-34,Moderate,Graduate Degree or Higher,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,80,True,77,False,81,False,76,False,79,True,82,True,79,True,80,True,80,True,74,True,78,True,70,True,81,True,72,False,80,False,81,,Very profound,Fairly profound,,,,,,,,Fairly profound,,,Definitely profound,,Definitely profound,,,Definitely profound,,9 points,5,large tray (100 marbles),"Strategy A: Go by intuition, switching when there has been too many of one color or the other.",widen,free,a star,dream,smart,1500,10,1 in 1000,Not true or untrue 3,4,Not true or untrue 3,4,4,Note true or untrue 3,4,4,4,4,8e665039-a663-c5f7-8c2e-664dd2f493ed,
2018-03-06 14:24:29,2018-03-06 14:33:46,IP Address,*******,100,556,True,2018-03-06 14:33:47,R_12fYNBafhyeoiJD,*******,*******,*******,*******,*******,*******,anonymous,EN,I agree to participate in this research study.,35-44,Moderate,College,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,90,False,85,True,80,True,100,False,89,True,100,True,100,False,82,True,100,False,100,True,100,False,100,True,100,False,90,True,100,False,100,,,,,Fairly profound,,,,,,Fairly profound,Very profound,,Somewhat profound,,,Very profound,,,Definitely profound,15 points,3,large tray (100 marbles),"Strategy C: Make predictions according to the frequency of occurrence (4 of 6 for red and 2 of 6 for green). That is, predict twice as many reds as greens. ",widen,come,whim,reference,daring,500,10,1 in 10,Definitely true of myself 5,4,4,Definitely not true of myself 1,Definitely true of myself 5,2,4,2,Not true or untrue 3,2,14913f13-cec9-ba66-7b04-09ba816cf9c7,
